name,symbol,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated,timestamp,EMA,RSI,MACD
Carbon browser,CSIX,280261517.4746044,999599995.1371996,,2023-02-18T02:47:15.000Z,45,731,0.074832410937695,6857488.3700846,-1.4805,-0.9436598,4.31438297,-6.05693329,77.32459941,312.68745664,362.38621408,20972645.045681607,0.0,74802477.61,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.07530503998174622,37.637877100995524,-0.0002164204901056177
pNetwork,PNT,74408229.06114277,96775228.7096,,2020-07-01T00:00:00.000Z,53,732,0.2773824325241122,1927299.35977524,56.6085,1.71504956,7.30446076,13.12428023,80.01789392,111.33816456,171.04260067,20639535.576791126,0.0013,26843748.35,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.27138009130720003,68.74899271558114,0.0009255638196803972
Step App,FITFI,2352100656.0,4600000000.0,4600000000.0,2022-04-26T07:24:11.000Z,58,733,0.0087547177728393,22852894.1501741,-2.3346,-1.52692557,4.83019471,26.08555942,96.39615796,143.31328114,177.86058559,20591977.41659027,0.0,40271701.76,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.008638205810828007,64.47270627851529,9.419256942429233e-05
Shiden Network,SDN,65343575.2462239,83705779.49871932,,2021-08-27T21:35:21.000Z,26,734,0.3137283597194295,494819.64731557,16.3665,0.17591848,12.07404867,15.49714203,19.08138666,77.78591997,45.16901959,20500132.680200934,0.0,26260876.9,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.3137562831601403,52.06731797080216,0.0002558922451729728
Bitcoin Diamond,BCD,186492897.953,189492897.953,210000000.0,2017-11-24T00:00:00.000Z,29,735,0.1099206205599241,54939.97024731,6.0668,2.13944944,20.46092158,14.62058974,85.08022151,107.66176939,87.9107423,20499415.07301237,0.0,23083330.32,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.10517752160104625,67.62420039943186,0.0016854045756285602
Red Kite,PKF,114692137.67773618,200000000.0,200000000.0,2021-03-01T00:00:00.000Z,18,736,0.1775403624157571,205028.64857163,2.9088,0.04437359,7.30312341,34.49579496,89.43614805,195.12913806,219.95548805,20362483.689543203,0.0,35508072.48,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.17540593606155527,82.34168966369826,0.0008295031886837168
RFOX,RFOX,1312000760.0,2000000000.0,2000000000.0,2020-11-12T00:00:00.000Z,42,737,0.0154877999513859,284985.73887301,-13.2605,0.26151978,8.97755191,4.37408598,15.12627146,68.80852612,90.46929962,20320005.30694638,0.0013,30975599.9,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.015376445686896981,73.85449660160404,6.176001137800542e-05
Findora,FRA,9889656147.58,21000000000.0,21000000000.0,2019-08-14T00:00:00.000Z,8,738,0.0020539578405856,560276.19610034,5.9024,-1.02455894,0.13751947,7.77211182,19.03887781,17.41786344,1.73082376,20312936.7850177,0.0,43133114.65,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.002102805322631786,32.27291221536326,-1.1723481121321978e-05
MASQ,MASQ,34379475.0,37500000.0,37500000.0,2021-02-02T00:00:00.000Z,41,739,0.5904484137414909,115961.69045751,-30.0526,1.45009558,6.19851152,-3.50493679,51.21774213,151.8705534,219.2045244,20299306.47901524,0.0,22141815.52,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.5740258386456658,73.85464014052104,0.0036028001667811616
Dogechain,DC,24158836778.882965,169576392441.3719,200000000000.0,2022-08-16T15:08:33.000Z,51,740,0.0008395396831228,695232.06088028,-95.3082,-1.36854203,1.58498777,-10.55579826,19.31108716,68.51672612,66.62559238,20282302.17395956,0.0,167907936.62,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.0009175810325983786,47.954035512495224,1.7937378351081572e-05
UNS TOKEN,UNS,105604200.0,1000000000.0,,2023-03-31T05:24:19.000Z,1,741,0.1913100117612929,85461.41794444,-18.9127,-0.2756451,-2.52561887,-2.23343278,-5.26176769,10.17414364,13.32545706,20203140.744041927,0.0,191310011.76,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.19412723966427275,24.325860234016332,-0.000995614004653922
Pip,PIP,144120150.13,989972356.13,999972455.0,2022-01-07T09:29:32.000Z,13,742,0.1399193908162283,250371.47682879,31.4438,-1.36559213,2.79951332,50.66478809,104.05969532,156.62212979,247.07255427,20165203.61053297,0.0,139915536.74,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.14026761791928502,51.44938434577575,0.00023715106736293956
Beam,BEAM,148152520.0,148152520.0,262800000.0,2019-01-17T00:00:00.000Z,35,743,0.136091416264415,1497249.59167914,-15.6927,0.74653582,7.91621489,-8.9709419,368.52937512,416.09643635,420.65403008,20162286.26994207,0.0,35764824.19,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.13484691295664622,49.792268667735684,-0.000383449741909625
Manchester City Fan Token,CITY,7035476.0,19740000.0,19740000.0,2021-05-25T00:00:00.000Z,48,744,2.862179700724917,1315953.41213583,-13.6113,-0.48233685,1.14274225,-2.26990336,-1.09900014,8.30405291,-1.74617943,20136796.592137337,0.0012,56499427.29,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.856184516500689,60.72799181875417,0.0061005792744524
MANTRA,OM,788391151.8200504,888888888.0,888888888.0,2020-08-11T00:00:00.000Z,82,745,0.0253923710596479,3322812.97111981,16.2261,-1.17139835,6.33827678,1.5450725,5.89544823,36.70583347,41.41287162,20019120.66715796,0.0012,22570996.47,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.025400219055781294,54.53808489298302,0.0001059381883739309
YooShi,YOOSHI,372762675119373.0,1000000000000000.0,1000000000000000.0,2021-05-18T00:00:00.000Z,39,746,5.357044909249077e-08,101738.49749233,7.9587,0.07374614,0.81025491,14.94680562,10.56265505,38.82324181,31.51182303,19969063.911063045,0.0,53570449.09,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,5.330332292436741e-08,56.17783159811216,7.936689213536831e-11
KILT Protocol,KILT,49420140.0,151251450.0,290560000.0,2021-11-25T00:52:03.000Z,9,747,0.4034955863655212,104899.28976324,3.2672,0.12281015,-0.68190744,-3.3160845,-3.53053847,76.39713352,58.4023401,19940808.36756615,0.0,117239677.57,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.40744586503013497,40.2934750464919,-0.0013573122631683754
Propchain,PROPC,8795798.73530062,87900999.9999994,100000000.0,2023-05-19T05:03:47.000Z,7,748,2.2650552450496217,759383.16873072,-8.1209,5.76556923,6.69325335,-5.53799129,37.74279885,81.79449827,83.70392675,19922970.0597935,0.0,226505524.5,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,2.164460470368933,71.99991269624182,0.019888799573764437
Swarm,BZZ,51756345.97800268,62863405.22934435,,2021-06-05T00:00:00.000Z,40,749,0.3816038835738715,1285604.96671737,18.3402,-0.43730092,-1.81411752,-0.92111821,22.87483038,65.24447184,80.08366263,19750422.62479875,0.0,23988919.57,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.3870010296055918,29.063578030545884,-0.0015823482236506647
MILC Platform,MLT,124423460.93,200000000.0,,2021-05-13T00:00:00.000Z,39,750,0.1564445050972537,843303.64828281,31.4962,2.52252871,9.44255218,17.1605117,37.63917864,62.74294112,127.14907163,19465366.767681334,0.0,31288901.02,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.15328918301007421,66.26558572412807,0.0004734068096085009
Genopets,GENE,34009828.0,100000000.0,100000000.0,2021-11-18T07:46:00.000Z,32,751,0.5706902586417968,197236.2208521,81.1592,1.79671336,23.43499151,1.95595743,47.4485209,230.98412586,154.92380637,19409077.53768302,0.0,57069025.86,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.5503758782211206,89.7855350998326,0.006844814443906833
Radiant,RXD,8659881957.8482,8659881957.8482,21000000000.0,2022-12-05T03:09:04.000Z,7,752,0.002222962268988,67997.39541526,-31.0694,0.72624942,0.40218962,-16.16517431,33.86870934,106.56741245,40.03641698,19250590.84618732,0.0,46682207.65,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.0022280344183168714,43.10829278577811,-6.451016099459639e-06
VIDT DAO,VIDT,770011370.0,1000000000.0,1000000000.0,2019-04-05T00:00:00.000Z,27,753,0.0249457809398095,1467576.31196192,35.4386,-0.73124996,5.55005769,0.91512346,3.46649323,45.48645415,45.86377888,19208534.957182664,0.0012,24945780.94,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.02478013314905979,61.77362443636996,0.00010943914231247368
Circuits of Value,COVAL,1784838483.9070642,1786752135.9070642,,2015-01-23T00:00:00.000Z,34,754,0.0106989105041204,327708.58669886,108.0506,0.04459566,16.37567142,0.28666163,32.52793774,59.77263938,40.05882525,19095827.203631725,0.0,19116301.2,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.010618287154092156,66.40461654164707,3.0455023644937115e-05
Dock,DOCK,876417166.395055,912944740.366312,1000000000.0,2018-04-25T00:00:00.000Z,49,755,0.0216927721788536,371558.31256982,-38.5818,-0.34444768,4.79281524,5.80753671,17.08645654,47.2556169,57.95151292,19011917.924244422,0.0012,21692772.18,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.021621079537439587,55.76659299840276,3.0995407429849214e-05
Bytom,BTM,1801877587.5,1801877587.5,2100000000.0,2017-08-08T00:00:00.000Z,64,756,0.0105478891974742,605587.93984084,0.7731,-10.49604222,3.82111162,7.90861878,-28.146724,-66.99404075,-64.15657815,19006005.1403622,0.0012,22150567.31,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.011164293308248049,42.42057424612181,-0.00017145698623870567
Onomy Protocol,NOM,68397006.96237542,154206861.49282998,,2021-06-28T00:00:00.000Z,11,757,0.2778667712219415,1914816.38588278,26.3081,-0.98059366,2.13648854,54.57354019,215.28658165,346.78629683,216.79383134,19005255.485879917,0.0,42848962.7,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.2732483121787767,56.83467668368154,0.004617904225465097
GYEN,GYEN,2733961999.0,5396921683.0,,2021-03-10T00:00:00.000Z,31,758,0.0069498496098605,90726.39994524,1161.635,0.0122405,1.17601955,1.04520604,6.34178562,1.55245283,1.30343095,19000624.732123643,0.0,37507794.05,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.006942679316596779,80.5271408779251,5.15314865170112e-06
Carrieverse,CVTX,224245519.0,1000000000.0,,2023-01-31T08:55:13.000Z,10,759,0.0842787739603347,798640.46261888,-49.2462,4.99706303,-0.72198072,1.90457673,13.98253669,124.64539088,108.62855789,18899137.407418948,0.0,84278773.96,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.08224370086565366,56.657233197003464,-0.00031207602039783067
SpaceN,SN,40010000.0,1000000000.0,1000000000.0,2022-10-03T06:33:29.000Z,1,760,0.4718332107113077,18437.48172216,-22.1792,-0.01597885,-0.05686072,2.347055,25.69696626,0.89849321,-5.05349691,18878046.76055942,0.0,471833210.71,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.47252460269928076,38.352154318357336,-0.0005313102715627793
Bitcoin Unlimited,BTCU,1679985525.0099175,2839985525.01,,2018-01-24T00:00:00.000Z,20,761,0.0111948598523015,403.21010715,274.6134,-0.57725308,-0.393688,7.79416482,-99.17215251,-98.1860013,-84.82719622,18807202.5063812,0.0,31793239.94,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.011427943062684881,27.15211233725988,-0.0001421238652930673
Zenon,ZNN,6330750.41846925,7102886.41835725,,2019-06-12T00:00:00.000Z,9,762,2.965454755029977,414648.52289791,211.436,2.58372867,-8.59390264,-6.70391801,374.22874884,345.9330888,301.74294466,18773553.931357656,0.0,21063288.3,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,3.075395587278103,32.437749068739876,-0.07294521668339149
VITE,VITE,1037204441.5990156,1079103825.5990157,,2018-07-17T00:00:00.000Z,63,763,0.0180219555245997,2211962.63194142,-44.4532,1.17033418,1.38884897,13.41011044,21.90375305,53.19004468,60.55669257,18692452.31641474,0.0012,19447561.15,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.017695508209089016,63.168099905491125,5.1851401861421204e-05
Sentinel,DVPN,16423904901.0,25943554727.0,,2018-04-17T00:00:00.000Z,10,764,0.0011331192832632,381815.86024318,-16.0689,0.9197646,42.42707967,119.68709659,191.08781085,249.45139592,147.11013234,18610243.349804796,0.0,29397142.14,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.0010601026479165857,85.62702157619405,3.284466624063598e-05
Ferrum Network,FRM,255336287.2351361,597111602.1051793,,2019-08-08T00:00:00.000Z,40,765,0.0727752385152105,625515.05009814,20.4264,0.50549043,-4.04578262,-7.40544465,91.24999098,193.07425922,145.86051579,18582159.20512534,0.0,43454939.26,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.0712344849218795,70.08626809589106,0.0003645867626659166
Stratos,STOS,20152152.9615439,100000000.0,,2021-06-13T00:00:00.000Z,23,766,0.9204165602730866,352386.75531604,37.2654,0.64196346,7.3712398,2.53913016,54.82963569,81.84485578,66.05052272,18548375.31096133,0.0,92041656.03,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.8691142987477836,92.09398117784026,0.02073112998975124
Pepe 2.0,PEPE2.0,420690000000000.0,420690000000000.0,420690000000000.0,2023-06-28T04:14:21.000Z,42,767,4.397179808578463e-08,15361297.28763895,114.4735,0.9698448,19.90523077,-6.25637726,6.56581309,612.98052149,493.52762787,18498495.736708734,0.0,18498495.74,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,4.322149651352089e-08,58.072777870086234,3.589638094227272e-10
Across Protocol,ACX,138063734.0,1000000000.0,1000000000.0,2022-11-09T23:45:27.000Z,24,768,0.1333957273581963,504397.4819889,105.8859,0.03458848,2.8121759,-6.29975996,103.84668638,193.00571577,165.04053704,18417112.21871854,0.0,133395727.36,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.13234200070053317,55.025212318610606,-6.490024151789564e-06
Yield App,YLD,256945230.6216768,300000000.0,300000000.0,2020-12-22T00:00:00.000Z,27,769,0.0715429935528932,686224.16455431,48.0417,0.02322736,0.364737,8.49802167,-2.25792611,0.23710285,-2.89807243,18382630.977813296,0.0,21462898.07,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.07069684214477813,60.946074231786454,0.00012537498452841467
Angola,AGLA,475450000.0,3000000000.0,3000000000.0,2022-10-03T02:04:58.000Z,2,770,0.0386096363702707,30773.59501604,6.7205,-1.14563962,1.6272282,-0.96215615,9.01715362,-4.16354937,-21.45712257,18356951.612245217,0.0,115828909.11,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.039328014991840125,36.84152702294012,-0.000167891455478332
Hydranet,HDN,158528886.0,300000000.0,300000000.0,2022-04-21T17:17:29.000Z,23,771,0.1144386881202226,744047.57139241,301.9574,1.27849212,2.62116093,-6.6881199,1.10542205,24.2080825,-8.31314683,18141837.743000325,0.0,34331606.44,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.1177145509971997,22.216301203738,-0.0023086625511435227
Delysium,AGI,520621886.4945649,3000000000.0,,2023-04-11T12:43:21.000Z,34,772,0.0348274535393502,5631697.79563683,-2.7504,-0.55237232,12.77964279,35.22275635,110.6269177,111.92549476,-32.52835094,18131934.563458357,0.0,104482360.62,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.034291282607901506,63.39326003213532,0.0003070998972032543
Stader,SD,28217104.0,150000000.0,150000000.0,2021-10-11T19:37:29.000Z,76,773,0.6412724196041362,1275942.68909404,1.109,-0.03335542,-1.56247796,-2.25576881,-18.71359482,10.47046539,8.2859793,18094850.55630155,0.0,96190862.94,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.6388824501273823,68.32075015043716,0.0008671993995476024
Karura,KAR,101062498.0,104999998.0,160000000.0,2021-05-25T00:00:00.000Z,20,774,0.1784320452908777,792590.8934999,113.416,-3.91557971,17.84240441,47.39809268,61.23676496,163.56535513,188.65566454,18032788.220345244,0.0011,28549127.25,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.17852280884353114,48.35286747737277,0.0008108019197859417
Dimitra,DMTR,467841084.3854435,501901000.0,1000000000.0,2021-09-21T22:52:25.000Z,13,775,0.0385333076926809,663408.8764983,60.3954,1.02054571,15.00578042,15.75680141,9.82147859,123.8422694,113.93249765,18027464.45590181,0.0,38533307.69,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.03870769977337772,45.357506269189926,-0.0001566678316116954
FIO Protocol,FIO,713682664.8742497,839242769.7719939,1000000000.0,2020-07-19T00:00:00.000Z,36,776,0.0252471191522909,1465860.6470616,28.4535,-0.25169889,6.223905,2.9612377,12.19531254,36.36002355,43.4304989,18018431.277004693,0.0011,25247119.15,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.025141133039481556,63.85134854274862,6.444912246111184e-05
UpOnly,UPO,113792290.0,160000000.0,160000000.0,2021-12-20T20:33:18.000Z,21,777,0.1576454633094143,1566542.14076425,9.6776,-1.03708929,0.18026406,-22.83634202,28.40243937,254.52233349,808.75897703,17938838.27808924,0.0,25223274.13,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.1580574973194979,37.85482610207741,-0.0009964976949184967
Only1,LIKE,273286650.06,500000000.0,500000000.0,2021-07-14T00:00:00.000Z,22,778,0.0650958141718721,1732098.89557575,-8.6765,1.78441403,34.88781199,149.15718944,947.26908338,2050.26877602,3351.97736513,17789816.987959202,0.0,32547907.09,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.06033204151352377,66.17000258664116,0.0015681728438745254
Inverse Finance,INV,448047.04307833,480000.0,,2021-03-08T00:00:00.000Z,34,779,39.57628354112106,174082.50436266,-35.426,0.57027496,3.07928997,-7.16143764,34.15305832,15.40726477,48.92162301,17732036.81662887,0.0,18996616.1,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,38.972735499942026,69.84004285728585,0.23125838385011832
Decimated,DIO,404783309.5,1000000000.0,1000000000.0,2019-05-03T00:00:00.000Z,6,780,0.0436690433047029,250322.11217617,-20.8431,-0.51058315,-5.5607151,-19.73466936,123.48478571,755.46493315,717.10464655,17676499.871576477,0.0,43669043.3,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.044788261664322974,32.931604623654266,-0.0005435629746259538
Captain Tsubasa,TSUGT,178880147.0,982957767.14,1000000000.0,2023-09-20T17:53:49.000Z,11,781,0.0986311480315593,125752.97219601,-66.0751,-0.57409572,-2.02043949,2.73546608,-4.25305165,219.90641429,111.60558025,17643154.258664086,0.0,98631148.03,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.09925646737075133,41.2992356474935,-9.29776749332839e-05
ROA CORE,ROA,150026733.0,949999869.89,1000000000.0,2023-03-07T10:21:55.000Z,6,782,0.1171733862426107,69823469.14378399,77.7479,-2.94539403,10.65617135,-6.01385101,-64.28148544,18.46372017,21.99393656,17579140.332526036,0.0,117173386.24,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.11516813909395827,62.59548173576297,0.002029920720509365
Bad Idea AI,BAD,530334921255707.1,831016482241905.0,831041059897327.0,2023-05-21T04:41:05.000Z,20,783,3.291158203171557e-08,896173.95453212,-5.547,1.31968429,8.42062745,-11.07741174,-18.895478,-35.49572418,-44.7808057,17454161.26519062,0.0,27350876.01,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,3.1933278931805e-08,73.39368875836539,2.884414322560146e-10
Volt Inu,VOLT,54766287142827.0,69000000000000.0,69000000000000.0,2021-12-21T19:32:33.000Z,73,784,3.166057557118777e-07,7111754.2410791,714.1898,0.33553977,8.40232975,19.08872609,-1.97140181,44.01275045,40.33039272,17339321.728388432,0.0,21845797.14,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,3.135069290240172e-07,79.46207305773738,1.229035822058775e-09
Fusion,FSN,74354913.0042614,74354913.0042614,81920000.0,2018-02-16T00:00:00.000Z,28,785,0.2331250012338117,254852.83278973,-12.0771,-0.88823729,1.49347607,-2.02163997,4.81802501,25.62728531,13.27739438,17333989.185858406,0.0011,19097600.1,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.23352642362391984,44.60919599354097,8.197537680137978e-06
dForce,DF,432032331.945122,999926174.945122,999934977.0,2020-06-22T00:00:00.000Z,59,786,0.0399981814760391,2086258.68832201,143.2004,-0.67864299,7.07880643,2.4252801,8.32929203,18.17564777,27.55731572,17280507.616657365,0.0011,39995580.67,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.03968626854342414,58.237469285548855,0.0003101072717118722
Indigo Protocol,INDY,5144893.0,35000000.0,,2022-11-23T19:40:34.000Z,5,787,3.357696383819245,154750.51957499,79.8521,0.13838934,10.0083649,44.93569868,67.71388559,94.46957293,111.18940854,17274988.62123695,0.0,117519373.43,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,3.3914078609800202,44.232501332765075,-0.03320351902964003
MXC,MXC,2642132371.4,5329931600.0,,2018-12-06T00:00:00.000Z,40,788,0.0064694685943734,2151900.92867742,1.6474,0.40711954,1.68796475,-2.76650957,1.79530694,-6.14241629,-32.11095767,17093192.39894967,0.0011,34481825.1,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.0064202946152437145,57.98570594521255,3.8139704403410135e-06
Verified USD,USDV,17141815.0,17141815.0,,2023-11-17T11:56:26.000Z,46,789,0.997021601855434,4069863.63604344,33.2716,-0.04710256,-0.07904464,-0.12275423,-0.22849744,-0.22849744,-0.22849744,17090759.850009505,0.0,17090759.85,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.9981041936665279,37.20099788737357,-0.00039836749495125723
Hermez Network,HEZ,4700000.0,100000000.0,100000000.0,2020-10-15T00:00:00.000Z,13,790,3.635898512828811,26786.83683101,38.1991,-0.27623968,1.27174192,0.37196343,-22.76142721,-19.42226172,-20.35158847,17088723.010295413,0.0,363589851.28,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,3.6270485874594423,59.44757273973092,0.005906731779916186
Handshake,HNS,620035285.975833,2040000000.0,2040000000.0,2020-02-22T00:00:00.000Z,14,791,0.0271014291152914,77466.93540409,-6.7056,-0.70393809,5.59073758,8.26281237,47.89840376,90.58056677,106.7547776,16803842.351853497,0.001,55286915.4,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.028306724446576247,24.954399974632338,-0.0004554719991529399
S.S. Lazio Fan Token,LAZIO,8600000.0,40000000.0,40000000.0,2021-10-21T11:21:12.000Z,77,792,1.945847096079816,2702143.87777037,5.1567,0.17496473,4.71782414,1.87451111,4.05423708,17.16221895,5.80735907,16734285.026286418,0.001,77833883.84,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.9318458176684987,67.16071680091642,0.005945424686251588
Hydra,HYDRA,18675558.67,28129422.81905627,,2021-01-12T00:00:00.000Z,6,793,0.8949797891228832,189583.1600601,15.445,0.03386846,3.91422983,0.59052966,8.51139241,93.33749974,176.69140909,16714247.560228636,0.0,25175264.9,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.8855261485296622,79.51473155902428,0.003327716843243511
FNCY,FNCY,941023532.8612074,1054304317.9142076,2000000000.0,2022-12-02T04:41:53.000Z,3,794,0.0177406709522786,38768.22477113,-43.3148,-0.95224193,-1.57738147,-0.14670644,-7.05420337,-8.270264,-11.71827407,16694388.854841411,0.0,35481341.9,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.017960148699284365,40.996269328395535,-2.8935596983938744e-05
BitShares,BTS,2995060000.0,2995060000.0,3600570502.0,2014-07-21T00:00:00.000Z,57,795,0.0055163690810456,460253.19586142,36.2489,20.93551734,20.11961939,3.02310317,-50.4070522,-43.53481138,-36.98862995,16521856.37987671,0.001,19862075.79,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.004769739415269406,69.21140072571593,8.06402522381686e-05
Islamic Coin,ISLM,92142571.16203308,20000000000.0,,2023-10-12T04:42:53.000Z,3,796,0.1786204291641259,1847739.86317164,-20.8643,27.51140306,26.76121273,52.33609955,1.77735059,-40.38600543,-3.43100618,16458545.605248366,0.0,3572408583.28,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.14077348514997798,91.83370551788343,0.0061423313410217395
Crust Network,CRU,14138569.0,30302616.845,,2020-08-28T00:00:00.000Z,37,797,1.1576878960760992,2812841.87632315,22.885,-0.40388369,10.24668436,18.41979473,64.28513666,109.84112935,94.54715513,16368050.199136758,0.0,35080972.74,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,1.0799594322130375,73.5004825498888,0.01758717830337697
ForTube,FOR,795000000.0,1000000000.0,1000000000.0,2019-07-17T00:00:00.000Z,50,798,0.0205831765290382,1272733.92738572,36.5509,0.01676682,4.59541349,-0.93075259,4.92719287,19.18090295,21.74513151,16363625.340585424,0.001,20583176.53,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.020389684348028955,73.74255417357622,5.53391111619804e-05
Serum,SRM,263244669.0,1092844982.0,10161000000.0,2020-08-04T00:00:00.000Z,192,799,0.0620647211530486,2817436.6436093,19.3597,-0.18636496,-1.633788,27.82777234,11.84407078,91.62606522,90.67605752,16338206.97651158,0.001,630639631.64,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.06423727730782365,27.58729761161584,-0.0013358598907468322
Metahero,HERO,5095643290.0,9766213274.0,10000000000.0,2021-07-07T00:00:00.000Z,50,800,0.0032009099070405,963744.80032283,16.1894,-0.77085883,2.0517216,9.00169245,-8.54509606,31.49673772,22.02627976,16310695.089705592,0.0,32009099.07,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.003180160943383122,54.109250948257554,1.0817184604913158e-05
Pitbull,PIT,4.019215806366e+16,1e+17,1e+17,2021-04-08T00:00:00.000Z,54,801,4.03844513998556e-10,4249439.13156256,7.5578,1.97097465,2.01627034,29.27214634,22.47385695,79.88619165,87.65107715,16231382.539771916,0.001,40384451.4,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,3.9893387890753585e-10,53.36776592098115,-2.411945104222353e-13
ZKSpace,ZKS,197440000.0,1000000000.0,1000000000.0,2021-01-07T00:00:00.000Z,46,802,0.0818063974387682,1137780.67404457,-65.8211,-0.07978127,3.24335396,-9.65306262,78.42567921,122.1172135,113.96164425,16151855.110310402,0.001,81806397.44,2023-12-14T13:00:00.000Z,2023-12-14T13:00:00,0.08129238086190482,66.1591805259744,0.00041432546822908756
Adshares,ADS,38751535.802604,38758206.0,38758206.0,2017-08-12T00:00:00.000Z,32,803,0.4150581409357814,115745.06907502,4.8707,0.61879234,-4.37716996,-18.2086095,-43.84050513,10.27448097,-28.3797153,16084140.40863519,0.0,16086908.93,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.41986389937084295,38.727471673559315,-0.003967065846987083
PolySwarm,NCT,1546457129.5096478,1885913075.8515425,1885913076.0,2018-04-10T00:00:00.000Z,32,804,0.0103887304464247,1058414.73496718,85.2513,1.30684157,12.170076,11.83946858,25.80330196,27.78622765,18.82355952,16065726.265427569,0.001,19592242.59,2023-12-14T12:59:00.000Z,2023-12-14T13:00:00,0.010230821401193706,55.71819670059135,7.047422298061233e-05
